total_orders	total_items_ordered	unique_restaurants	favorite_restaurant	favorite_item	top_category	peak_meal	est_total_spent	avg_order_spend	largest_order	smallest_order	most_spent_restaurant	most_spent_restaurant_amount	avg_items_per_order	max_items_in_single_order	avg_delivery_minutes	fastest_delivery_minutes	slowest_delivery_minutes
2058	2349	167	Artisan's Brewery & Restaurant	Enlightened Barbacoa Cauliflower Pita Tacos	Sandwiches/Paninis/Wraps	Afternoon	42001.0947972	20.408695236734694	184.5855	0.0	Artisan's Brewery & Restaurant	6771.401604	1.141399416909621	10	48.79678105646916	5.835703316666667	15598.856368616665
